CIMS.CAN.QC.Mining.Steam,<-- Navigate by typing to search,,,,,,,,,,,,,,,,,,,,,,
Branch,Type,Region,Sector,Service,Technology,Parameter,Context,Sub_Context,Target,Source,Unit,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,Comments
CIMS.CAN.QC.Natural Gas Production,Sector,QC,Natural Gas Production,,,Tax,CO2,Combustion,,,$/tCO2e,,,,,,,None,None,None,None,None,
CIMS.CAN.QC.Mining,Sector,QC,Mining,,,Tax,CO2,Combustion,,,$/tCO2e,,,,,,,None,None,None,None,None,
CIMS.CAN.QC.Petroleum Refining,Sector,QC,Petroleum Refining,,,Tax,CO2,Combustion,,,$/tCO2e,,,,,,,None,None,None,None,None,
CIMS.CAN.QC.Industrial Minerals,Sector,QC,Industrial Minerals,,,Tax,CO2,Combustion,,,$/tCO2e,,,,,,,None,None,None,None,None,
CIMS.CAN.QC.Iron and Steel,Sector,QC,Iron and Steel,,,Tax,CO2,Combustion,,,$/tCO2e,,,,,,,None,None,None,None,None,
CIMS.CAN.QC.Chemical Products,Sector,QC,Chemical Products,,,Tax,CO2,Combustion,,,$/tCO2e,,,,,,,None,None,None,None,None,
CIMS.CAN.QC.Pulp and Paper,Sector,QC,Pulp and Paper,,,Tax,CO2,Combustion,,,$/tCO2e,,,,,,,None,None,None,None,None,
CIMS.CAN.QC.Light Industrial.Manufacturing.Food Tobacco and Beverage,Sector,QC,Food Tobacco and Beverage,,,Tax,CO2,Combustion,,,$/tCO2e,,,,,,,None,None,None,None,None,
CIMS.CAN.QC.Light Industrial.Manufacturing.Transportation Equipment,Sector,QC,Transportation Equipment,,,Tax,CO2,Combustion,,,$/tCO2e,,,,,,,None,None,None,None,None,
CIMS.CAN.QC.Electricity,Sector,QC,Electricity,,,Tax,CO2,Combustion,,,$/tCO2e,,,,,,,None,None,None,None,None,
CIMS.CAN.QC.Natural Gas Production,Sector,QC,Natural Gas Production,,,Tax,CO2,Process,,,$/tCO2e,,,,,,,None,None,None,None,None,
CIMS.CAN.QC.Mining,Sector,QC,Mining,,,Tax,CO2,Process,,,$/tCO2e,,,,,,,None,None,None,None,None,
CIMS.CAN.QC.Petroleum Refining,Sector,QC,Petroleum Refining,,,Tax,CO2,Process,,,$/tCO2e,,,,,,,None,None,None,None,None,
CIMS.CAN.QC.Industrial Minerals,Sector,QC,Industrial Minerals,,,Tax,CO2,Process,,,$/tCO2e,,,,,,,None,None,None,None,None,
CIMS.CAN.QC.Iron and Steel,Sector,QC,Iron and Steel,,,Tax,CO2,Process,,,$/tCO2e,,,,,,,None,None,None,None,None,
CIMS.CAN.QC.Chemical Products,Sector,QC,Chemical Products,,,Tax,CO2,Process,,,$/tCO2e,,,,,,,None,None,None,None,None,
CIMS.CAN.QC.Pulp and Paper,Sector,QC,Pulp and Paper,,,Tax,CO2,Process,,,$/tCO2e,,,,,,,None,None,None,None,None,
CIMS.CAN.QC.Light Industrial.Manufacturing.Food Tobacco and Beverage,Sector,QC,Food Tobacco and Beverage,,,Tax,CO2,Process,,,$/tCO2e,,,,,,,None,None,None,None,None,
CIMS.CAN.QC.Light Industrial.Manufacturing.Transportation Equipment,Sector,QC,Transportation Equipment,,,Tax,CO2,Process,,,$/tCO2e,,,,,,,None,None,None,None,None,
CIMS.CAN.QC.Electricity,Sector,QC,Electricity,,,Tax,CO2,Process,,,$/tCO2e,,,,,,,None,None,None,None,None,
CIMS.CAN.QC.Natural Gas Production,Sector,QC,Natural Gas Production,,,Tax,CH4,Process,,,$/tCO2e,,,,,,,None,None,None,None,None,
CIMS.CAN.QC.Mining,Sector,QC,Mining,,,Tax,CH4,Process,,,$/tCO2e,,,,,,,None,None,None,None,None,
